"CDR_ID","CALLING_MSISDN","CALLED_MSISDN","CALL_START_TIME","CALL_END_TIME","CALL_DURATION_SECONDS","CALL_TYPE","CELL_ID","IMSI","IMEI","CALL_CHARGE"
148,"+251767621768","+251769102043",27-NOV-23 09.10.28.106131000 PM,27-NOV-23 09.19.18.106131000 PM,530,"Local","CELL0148","IMSI000000340093011","IMEI000000161276283",2.65
149,"+251767621768","+251736339761",22-SEP-23 11.25.28.237455000 AM,22-SEP-23 12.11.59.237455000 PM,2791,"National","CELL0149","IMSI000000047384098","IMEI000000885368841",27.91
150,"+251767621768","+251716468200",05-SEP-23 08.49.12.803221000 PM,05-SEP-23 09.05.32.803221000 PM,980,"National","CELL0150","IMSI000000881471094","IMEI000000779291381",9.8
151,"+25177769782.","+251712887280",18-JAN-23 03.18.38.808862000 PM,18-JAN-23 04.05.33.808862000 PM,2815,"Local","CELL0151","IMSI000000053340623","IMEI000000629948222",14.08
152,"+25177769782.","+251743821504",09-FEB-23 04.57.04.440340000 PM,09-FEB-23 05.03.49.440340000 PM,405,"National","CELL0152","IMSI000000007333856","IMEI000000698996118",4.05
153,"+25177769782.","+251793778470",13-MAR-23 01.01.30.787440000 PM,13-MAR-23 01.07.29.787440000 PM,359,"Local","CELL0153","IMSI000000906811067","IMEI000000580633335",1.8
154,"+25177769782.","+2517770425.5",24-MAR-23 02.01.38.602337000 PM,24-MAR-23 02.18.07.602337000 PM,989,"Local","CELL0154","IMSI000000076473251","IMEI000000755380544",4.95
155,"+25177769782.","+251771350486",17-FEB-23 08.47.59.610685000 AM,17-FEB-23 09.44.30.610685000 AM,3391,"Roaming","CELL0155","IMSI000000911940561","IMEI000000250507708",101.73
156,"+25177769782.","+251749138981",16-MAR-23 06.51.55.118450000 PM,16-MAR-23 07.43.23.118450000 PM,3088,"Roaming","CELL0156","IMSI000000074966734","IMEI000000896448487",92.64
157,"+25177769782.","+251753079264",20-FEB-23 03.30.49.083055000 AM,20-FEB-23 04.14.57.083055000 AM,2648,"Local","CELL0157","IMSI000000193998133","IMEI000000795975762",13.24
158,"+25177769782.","+251779071520",01-MAR-23 11.37.00.120284000 AM,01-MAR-23 11.59.01.120284000 AM,1321,"Roaming","CELL0158","IMSI000000751422880","IMEI000000048044038",39.63
159,"+25177769782.","+251719880073",22-FEB-23 08.19.08.698834000 PM,22-FEB-23 08.43.11.698834000 PM,1443,"National","CELL0159","IMSI000000694733617","IMEI000000667698322",14.43
160,"+25177769782.","+251712587875",04-APR-23 11.20.42.633938000 PM,04-APR-23 11.39.13.633938000 PM,1111,"Local","CELL0160","IMSI000000973279339","IMEI000000137688356",5.56
161,"+25177769782.","+251776775230",14-FEB-23 10.33.13.529640000 AM,14-FEB-23 11.06.51.529640000 AM,2018,"Local","CELL0161","IMSI000000684686579","IMEI000000363985918",10.09
162,"+25177769782.","+251798830275",16-MAR-23 02.38.24.771642000 PM,16-MAR-23 03.06.16.771642000 PM,1672,"International","CELL0162","IMSI000000140037101","IMEI000000684174859",83.6
163,"+25177769782.","+251771415936",29-JAN-23 07.53.04.610314000 AM,29-JAN-23 08.15.25.610314000 AM,1341,"Roaming","CELL0163","IMSI000000649251077","IMEI000000567036355",40.23
164,"+251787881584","+251748449367",20-JUN-24 05.58.02.396017000 AM,20-JUN-24 06.06.25.396017000 AM,503,"Local","CELL0164","IMSI000000823754457","IMEI000000305651174",2.52
165,"+251787881584","+251744152085",01-MAR-24 04.03.13.042457000 AM,01-MAR-24 04.07.24.042457000 AM,251,"Local","CELL0165","IMSI000000469430914","IMEI000000905727954",1.26
166,"+251787881584","+251795830817",15-APR-24 06.39.45.110682000 PM,15-APR-24 06.54.41.110682000 PM,896,"Roaming","CELL0166","IMSI000000298300813","IMEI000000127419787",26.88
167,"+251787881584","+251731402580",11-MAR-24 07.51.51.199152000 PM,11-MAR-24 08.00.08.199152000 PM,497,"Local","CELL0167","IMSI000000660258978","IMEI000000966709626",2.49
168,"+251787881584","+251721846656",27-APR-24 05.35.46.074537000 AM,27-APR-24 06.12.04.074537000 AM,2178,"Local","CELL0168","IMSI000000054601602","IMEI000000111067674",10.89
169,"+251787881584","+251771547645",25-APR-24 10.53.43.949544000 PM,25-APR-24 11.04.34.949544000 PM,651,"International","CELL0169","IMSI000000962100790","IMEI000000726579714",32.55
170,"+251787881584","+251797596666",27-JUN-24 11.05.02.823937000 AM,27-JUN-24 11.16.47.823937000 AM,705,"National","CELL0170","IMSI000000833284854","IMEI000000044107517",7.05
171,"+251787881584","+251748122743",26-APR-24 11.43.31.987387000 AM,26-APR-24 12.14.49.987387000 PM,1878,"Roaming","CELL0171","IMSI000000309599943","IMEI000000315580315",56.34
172,"+251787881584","+251752310261",24-MAY-24 05.45.54.294056000 AM,24-MAY-24 06.24.48.294056000 AM,2334,"National","CELL0172","IMSI000000856913823","IMEI000000627854665",23.34
173,"+251796531518","+251765820160",24-DEC-22 02.43.43.636271000 AM,24-DEC-22 03.17.35.636271000 AM,2032,"Local","CELL0173","IMSI000000765996086","IMEI000000030564565",10.16
174,"+251796531518","+251731241275",07-OCT-22 11.14.10.866851000 PM,08-OCT-22 12.07.02.866851000 AM,3172,"International","CELL0174","IMSI000000275529288","IMEI000000209172829",158.6
175,"+251796531518","+251707285101",30-JAN-23 02.24.06.526953000 PM,30-JAN-23 02.46.46.526953000 PM,1360,"National","CELL0175","IMSI000000606550787","IMEI000000209014599",13.6
176,"+251796531518","+251789604850",14-JAN-23 07.42.19.249780000 AM,14-JAN-23 08.16.47.249780000 AM,2068,"Local","CELL0176","IMSI000000525880166","IMEI000000429889235",10.34
177,"+251796531518","+251766474811",25-OCT-22 04.59.35.267373000 PM,25-OCT-22 05.03.17.267373000 PM,222,"National","CELL0177","IMSI000000409706651","IMEI000000394503781",2.22
178,"+251796531518","+251736017114",29-NOV-22 05.24.21.097280000 PM,29-NOV-22 06.17.30.097280000 PM,3189,"Local","CELL0178","IMSI000000923131869","IMEI000000399749775",15.95
179,"+251796531518","+251774731307",25-NOV-22 06.06.38.628195000 AM,25-NOV-22 06.18.59.628195000 AM,741,"Local","CELL0179","IMSI000000689860334","IMEI000000809432291",3.71
180,"+251796531518","+25178292604.",27-OCT-22 04.18.25.525919000 PM,27-OCT-22 04.45.10.525919000 PM,1605,"Local","CELL0180","IMSI000000183772020","IMEI000000311087882",8.03
181,"+251796531518","+251752724677",20-OCT-22 10.05.11.479759000 PM,20-OCT-22 10.35.14.479759000 PM,1803,"National","CELL0181","IMSI000000230753822","IMEI000000138308422",18.03
182,"+251796531518","+251780798730",09-OCT-22 06.14.05.414303000 AM,09-OCT-22 06.42.01.414303000 AM,1676,"Roaming","CELL0182","IMSI000000897362562","IMEI000000967744838",50.28
183,"+251796531518","+251715130452",10-DEC-22 12.54.02.316194000 AM,10-DEC-22 01.21.01.316194000 AM,1619,"Local","CELL0183","IMSI000000321412762","IMEI000000223841664",8.1
184,"+251796531518","+251791301778",13-JAN-23 02.40.31.681191000 AM,13-JAN-23 03.04.59.681191000 AM,1468,"National","CELL0184","IMSI000000313320220","IMEI000000591560238",14.68
185,"+251796531518","+25171235990.",28-NOV-22 12.47.37.503387000 AM,28-NOV-22 01.02.22.503387000 AM,885,"National","CELL0185","IMSI000000730522517","IMEI000000727963612",8.85
186,"+251796531518","+251734061823",04-FEB-23 10.20.28.108361000 PM,04-FEB-23 10.53.06.108361000 PM,1958,"Local","CELL0186","IMSI000000822033771","IMEI000000189257737",9.79
187,"+251709528752","+251764393397",31-JAN-23 07.16.38.325429000 PM,31-JAN-23 08.11.20.325429000 PM,3282,"Local","CELL0187","IMSI000000787947277","IMEI000000053963672",16.41
188,"+251709528752","+251715861379",22-NOV-22 09.45.41.400908000 PM,22-NOV-22 10.41.05.400908000 PM,3324,"National","CELL0188","IMSI000000384932277","IMEI000000955742395",33.24
189,"+251709528752","+251770113259",11-DEC-22 06.43.00.687878000 AM,11-DEC-22 06.46.57.687878000 AM,237,"Local","CELL0189","IMSI000000228768284","IMEI000000446637371",1.19
190,"+251709528752","+251733812071",10-NOV-22 04.06.52.923076000 PM,10-NOV-22 04.17.49.923076000 PM,657,"Local","CELL0190","IMSI000000544863508","IMEI000000759530674",3.29
191,"+251709528752","+251771815296",19-FEB-23 09.26.50.812487000 AM,19-FEB-23 10.23.55.812487000 AM,3425,"Local","CELL0191","IMSI000000164820407","IMEI000000296486606",17.13
192,"+251709528752","+251788088303",11-DEC-22 10.41.35.481433000 AM,11-DEC-22 11.22.57.481433000 AM,2482,"National","CELL0192","IMSI000000868426884","IMEI000000514311251",24.82
193,"+251709528752","+251716468200",21-DEC-22 07.40.20.440937000 AM,21-DEC-22 08.34.20.440937000 AM,3240,"International","CELL0193","IMSI000000175048975","IMEI000000791784500",162
194,"+251709528752","+251790046244",01-JAN-23 04.06.56.654350000 PM,01-JAN-23 04.12.18.654350000 PM,322,"Local","CELL0194","IMSI000000097984490","IMEI000000529610796",1.61
195,"+251709528752","+251769118622",26-FEB-23 09.16.51.769960000 PM,26-FEB-23 09.54.17.769960000 PM,2246,"National","CELL0195","IMSI000000276605749","IMEI000000979329352",22.46
196,"+251711292461","+251796531518",18-NOV-24 09.54.15.309453000 AM,18-NOV-24 10.24.11.309453000 AM,1796,"Local","CELL0196","IMSI000000457855419","IMEI000000031290809",8.98
197,"+251711292461","+251717279317",14-DEC-24 07.37.22.457560000 AM,14-DEC-24 08.11.45.457560000 AM,2063,"National","CELL0197","IMSI000000125573478","IMEI000000762533504",20.63
198,"+251711292461","+251758993906",12-SEP-24 08.39.05.060094000 AM,12-SEP-24 09.18.59.060094000 AM,2394,"National","CELL0198","IMSI000000663544126","IMEI000000468705738",23.94
199,"+251711292461","+251769962881",04-NOV-24 03.12.05.437734000 AM,04-NOV-24 03.59.18.437734000 AM,2833,"International","CELL0199","IMSI000000713586329","IMEI000000215999574",141.65
200,"+251711292461","+251762592109",01-NOV-24 09.33.09.135859000 AM,01-NOV-24 09.35.51.135859000 AM,162,"Roaming","CELL0200","IMSI000000942420871","IMEI000000191901594",4.86
201,"+251711292461","+251705244183",05-DEC-24 06.59.14.090259000 AM,05-DEC-24 07.30.21.090259000 AM,1867,"Local","CELL0201","IMSI000000397597125","IMEI000000847660471",9.34
202,"+251711292461","+2517775471.4",24-AUG-24 08.50.54.262003000 PM,24-AUG-24 09.00.39.262003000 PM,585,"National","CELL0202","IMSI000000717192713","IMEI000000999429321",5.85
203,"+251711292461","+251721382990",23-DEC-24 03.29.05.985964000 AM,23-DEC-24 04.13.31.985964000 AM,2666,"Local","CELL0203","IMSI000000924596537","IMEI000000376592242",13.33
204,"+251711292461","+251794923432",27-SEP-24 07.47.55.417716000 AM,27-SEP-24 08.24.08.417716000 AM,2173,"Roaming","CELL0204","IMSI000000022648234","IMEI000000853721996",65.19
205,"+251711292461","+251779188667",25-NOV-24 07.07.10.184028000 PM,25-NOV-24 07.56.57.184028000 PM,2987,"Local","CELL0205","IMSI000000340262672","IMEI000000386659775",14.94
206,"+251711292461","+251743067574",20-AUG-24 12.58.47.309457000 AM,20-AUG-24 01.58.28.309457000 AM,3581,"International","CELL0206","IMSI000000412828850","IMEI000000220422472",179.05
207,"+251723641186","+251731381432",24-JUN-25 05.18.43.119104000 PM,24-JUN-25 06.17.44.119104000 PM,3541,"Local","CELL0207","IMSI000000247039769","IMEI000000767675110",17.71
208,"+251723641186","+251705532789",13-MAY-25 06.21.26.381959000 PM,13-MAY-25 07.06.47.381959000 PM,2721,"Local","CELL0208","IMSI000000730581586","IMEI000000937839960",13.61
209,"+251723641186","+251708115494",22-JUL-25 04.06.35.888525000 AM,22-JUL-25 04.12.54.888525000 AM,379,"Local","CELL0209","IMSI000000321653971","IMEI000000435756088",1.9
210,"+251723641186","+251777660184",28-JUL-25 10.35.36.833587000 PM,28-JUL-25 10.48.36.833587000 PM,780,"Local","CELL0210","IMSI000000030964537","IMEI000000012821631",3.9
211,"+251723641186","+251799457346",13-APR-25 10.18.54.806405000 AM,13-APR-25 10.27.39.806405000 AM,525,"Local","CELL0211","IMSI000000535110557","IMEI000000168851174",2.63
212,"+251723641186","+251776500155",10-JUL-25 12.05.04.618764000 PM,10-JUL-25 12.56.40.618764000 PM,3096,"Roaming","CELL0212","IMSI000000277836028","IMEI000000200868508",92.88
213,"+251723641186","+251735562027",14-JUL-25 02.50.32.533207000 PM,14-JUL-25 03.16.21.533207000 PM,1549,"Local","CELL0213","IMSI000000963822236","IMEI000000942703166",7.75
214,"+251723641186","+251706144196",10-AUG-25 12.14.29.675096000 PM,10-AUG-25 01.00.36.675096000 PM,2767,"Local","CELL0214","IMSI000000078964056","IMEI000000146153430",13.84
215,"+251723641186","+251742708877",27-APR-25 04.57.04.537011000 PM,27-APR-25 05.25.33.537011000 PM,1709,"International","CELL0215","IMSI000000391175801","IMEI000000636871370",85.45
216,"+251723641186","+251724205411",29-MAY-25 03.43.07.686213000 AM,29-MAY-25 04.20.44.686213000 AM,2257,"National","CELL0216","IMSI000000004334528","IMEI000000419158006",22.57
217,"+251723641186","+251774480306",02-JUL-25 01.18.30.469330000 AM,02-JUL-25 02.00.45.469330000 AM,2535,"National","CELL0217","IMSI000000112984052","IMEI000000008925906",25.35
218,"+251723641186","+251797939829",10-JUL-25 05.05.06.333712000 PM,10-JUL-25 05.55.21.333712000 PM,3015,"Local","CELL0218","IMSI000000457177555","IMEI000000214308157",15.08
219,"+251723641186","+251776771628",14-MAY-25 02.41.27.695258000 PM,14-MAY-25 03.01.30.695258000 PM,1203,"National","CELL0219","IMSI000000297919353","IMEI000000925168437",12.03
220,"+251735174385","+251798202560",20-SEP-25 11.30.19.039566000 AM,20-SEP-25 12.25.04.039566000 PM,3285,"National","CELL0220","IMSI000000372752856","IMEI000000326613785",32.85
221,"+251735174385","+251775349463",08-SEP-25 10.34.01.767904000 AM,08-SEP-25 10.43.51.767904000 AM,590,"International","CELL0221","IMSI000000588824064","IMEI000000664262490",29.5
222,"+251735174385","+251778303981",04-AUG-25 05.24.49.665576000 PM,04-AUG-25 05.37.44.665576000 PM,775,"Local","CELL0222","IMSI000000271934550","IMEI000000199982356",3.88
223,"+251735174385","+251731672182",22-AUG-25 03.06.26.353826000 AM,22-AUG-25 03.25.19.353826000 AM,1133,"National","CELL0223","IMSI000000709057762","IMEI000000048846539",11.33
224,"+251735174385","+251796825910",06-JUL-25 05.42.24.744854000 PM,06-JUL-25 06.15.15.744854000 PM,1971,"National","CELL0224","IMSI000000854837126","IMEI000000077042090",19.71
225,"+251735174385","+251738649103",05-JUL-25 11.14.46.786160000 AM,05-JUL-25 11.37.13.786160000 AM,1347,"Roaming","CELL0225","IMSI000000982111596","IMEI000000047672260",40.41
226,"+251735174385","+251774314429",30-SEP-25 03.15.25.916408000 PM,30-SEP-25 03.23.45.916408000 PM,500,"Roaming","CELL0226","IMSI000000077792570","IMEI000000854862022",15
227,"+251735174385","+251763254302",11-OCT-25 10.04.16.997146000 AM,11-OCT-25 10.33.26.997146000 AM,1750,"Local","CELL0227","IMSI000000406269228","IMEI000000564855567",8.75
228,"+251735174385","+251759420081",07-OCT-25 05.28.58.462828000 AM,07-OCT-25 06.06.55.462828000 AM,2277,"National","CELL0228","IMSI000000949698878","IMEI000000956155679",22.77
229,"+251735174385","+251749412737",21-AUG-25 10.19.28.419607000 PM,21-AUG-25 11.03.59.419607000 PM,2671,"Local","CELL0229","IMSI000000485824510","IMEI000000063707422",13.36
230,"+251735174385","+251753647837",12-OCT-25 07.27.30.975472000 PM,12-OCT-25 08.09.44.975472000 PM,2534,"Local","CELL0230","IMSI000000098122426","IMEI000000310149108",12.67
231,"+251735174385","+251770858113",02-SEP-25 02.40.16.317793000 AM,02-SEP-25 03.32.52.317793000 AM,3156,"International","CELL0231","IMSI000000466851622","IMEI000000388039560",157.8
232,"+251735174385","+251778679556",01-AUG-25 12.36.47.860705000 AM,01-AUG-25 12.47.04.860705000 AM,617,"National","CELL0232","IMSI000000112306429","IMEI000000179211232",6.17
233,"+251735174385","+251707422434",07-OCT-25 12.17.15.745171000 PM,07-OCT-25 12.44.18.745171000 PM,1623,"Local","CELL0233","IMSI000000083680827","IMEI000000030072126",8.12
234,"+251735174385","+251758875771",13-SEP-25 07.13.03.790415000 AM,13-SEP-25 07.39.58.790415000 AM,1615,"National","CELL0234","IMSI000000360543872","IMEI000000182356127",16.15
235,"+251742664382","+251731388193",08-APR-25 08.09.08.153156000 PM,08-APR-25 08.34.38.153156000 PM,1530,"Local","CELL0235","IMSI000000064306822","IMEI000000514959906",7.65
236,"+251742664382","+251753718769",23-MAR-25 12.45.33.578607000 PM,23-MAR-25 01.13.28.578607000 PM,1675,"Local","CELL0236","IMSI000000513616870","IMEI000000431954764",8.38
237,"+251742664382","+251746530419",17-MAY-25 01.38.14.303927000 AM,17-MAY-25 02.01.44.303927000 AM,1410,"National","CELL0237","IMSI000000222973644","IMEI000000983851535",14.1
238,"+251742664382","+251742134218",29-APR-25 05.02.06.151481000 AM,29-APR-25 06.00.31.151481000 AM,3505,"International","CELL0238","IMSI000000247474173","IMEI000000222613792",175.25
239,"+251742664382","+251715279310",07-JUN-25 10.23.45.993308000 PM,07-JUN-25 10.58.39.993308000 PM,2094,"Roaming","CELL0239","IMSI000000125900544","IMEI000000598684375",62.82
240,"+251742664382","+251779211266",14-FEB-25 06.22.36.015404000 AM,14-FEB-25 06.41.12.015404000 AM,1116,"National","CELL0240","IMSI000000692283151","IMEI000000390767024",11.16
241,"+251742664382","+251743184738",06-APR-25 03.54.26.845427000 PM,06-APR-25 04.20.27.845427000 PM,1561,"National","CELL0241","IMSI000000862940115","IMEI000000013894294",15.61
242,"+251742664382","+251773579015",23-FEB-25 07.27.34.853049000 AM,23-FEB-25 07.38.28.853049000 AM,654,"Roaming","CELL0242","IMSI000000643600378","IMEI000000867175774",19.62
243,"+251742664382","+251742698728",29-MAY-25 11.38.43.729956000 AM,29-MAY-25 12.08.24.729956000 PM,1781,"Local","CELL0243","IMSI000000308203875","IMEI000000208560828",8.91
244,"+251742664382","+251709934983",06-MAY-25 04.36.25.973774000 AM,06-MAY-25 05.04.34.973774000 AM,1689,"Roaming","CELL0244","IMSI000000620998078","IMEI000000528481078",50.67
245,"+251742664382","+251732051168",24-FEB-25 10.34.13.863796000 PM,24-FEB-25 11.11.35.863796000 PM,2242,"Roaming","CELL0245","IMSI000000123067603","IMEI000000683743632",67.26
246,"+251759531379","+251731832016",08-JUL-25 03.18.54.199937000 PM,08-JUL-25 03.24.02.199937000 PM,308,"National","CELL0246","IMSI000000068218902","IMEI000000816836419",3.08
247,"+251759531379","+251786359877",21-MAR-25 02.32.49.303188000 PM,21-MAR-25 03.27.13.303188000 PM,3264,"Local","CELL0247","IMSI000000090466647","IMEI000000776598982",16.32
248,"+251759531379","+251762960096",11-MAY-25 04.02.11.218333000 PM,11-MAY-25 04.42.54.218333000 PM,2443,"Roaming","CELL0248","IMSI000000960379725","IMEI000000217433613",73.29
249,"+251759531379","+251792803855",01-JUL-25 04.24.20.164278000 PM,01-JUL-25 04.38.49.164278000 PM,869,"National","CELL0249","IMSI000000378324785","IMEI000000362691987",8.69
250,"+251759531379","+25179782264.",08-APR-25 10.47.11.819931000 AM,08-APR-25 11.26.33.819931000 AM,2362,"Roaming","CELL0250","IMSI000000414197558","IMEI000000022562841",70.86
251,"+251759531379","+251793649396",18-JUN-25 03.28.24.007836000 PM,18-JUN-25 04.22.14.007836000 PM,3230,"Local","CELL0251","IMSI000000497591383","IMEI000000623635703",16.15
252,"+251759531379","+251777660184",31-MAR-25 10.08.15.470293000 AM,31-MAR-25 10.56.59.470293000 AM,2924,"Local","CELL0252","IMSI000000121171307","IMEI000000913535853",14.62
253,"+251759531379","+251708359167",23-JUN-25 08.49.36.464670000 AM,23-JUN-25 08.53.46.464670000 AM,250,"Roaming","CELL0253","IMSI000000043471967","IMEI000000805589825",7.5
254,"+251759531379","+251737160667",08-MAY-25 08.28.28.009863000 PM,08-MAY-25 09.00.52.009863000 PM,1944,"International","CELL0254","IMSI000000083194227","IMEI000000177036479",97.2
255,"+251759531379","+251793649396",30-MAR-25 10.51.42.064537000 PM,30-MAR-25 11.10.46.064537000 PM,1144,"Local","CELL0255","IMSI000000003526062","IMEI000000530381345",5.72
256,"+251759531379","+251733803781",23-APR-25 04.58.59.181352000 AM,23-APR-25 05.10.30.181352000 AM,691,"Roaming","CELL0256","IMSI000000550074835","IMEI000000492187180",20.73
257,"+251759531379","+251797453302",08-JUN-25 12.28.58.847344000 AM,08-JUN-25 12.44.59.847344000 AM,961,"International","CELL0257","IMSI000000455439969","IMEI000000254904466",48.05
