TRANSACTION_ID,MSISDN,TRANSACTION_TYPE,TRANSACTION_AMOUNT,TRANSACTION_DATE,PAYMENT_METHOD,BALANCE_BEFORE,BALANCE_AFTER
331,2.5172E+11,Payment,272.77,10-Apr-25,Cash,7.12,279.89
332,2.5172E+11,Monthly Bill,237.78,25-Oct-24,M-PESA,279.89,42.11
333,2.5172E+11,Payment,233.73,26-Oct-24,Cash,42.11,275.84
334,2.5172E+11,Monthly Bill,158.91,3-Mar-25,Bank Transfer,275.84,116.93
335,2.5172E+11,Payment,112.64,26-Mar-25,Cash,116.93,229.57
336,2.5172E+11,Monthly Bill,101.12,11-Jul-24,Bank Transfer,229.57,128.45
337,2.5172E+11,Payment,273.16,30-Jun-25,M-PESA,128.45,401.61
338,2.5172E+11,Monthly Bill,295.86,15-Aug-25,M-PESA,401.61,105.75
339,2.5172E+11,Payment,164.22,27-Mar-25,Cash,105.75,269.97
340,2.5172E+11,Monthly Bill,204.01,10-Aug-25,M-PESA,269.97,65.96
341,2.5172E+11,Payment,240.87,5-Jun-25,M-PESA,65.96,306.83
342,2.51725E+11,Top-up,178.35,20-Nov-25,M-PESA,322.09,500.44
343,2.51725E+11,Top-up,180.04,13-Jul-25,Bank Transfer,500.44,680.48
344,2.51725E+11,Top-up,394.02,23-Dec-25,M-PESA,680.48,1074.5
345,2.51725E+11,Adjustment,18.8,15-Jul-25,Bank Transfer,1074.5,1093.3
346,2.51725E+11,Top-up,252.91,11-Nov-25,Cash,1093.3,1346.21
347,2.51725E+11,Top-up,34.26,25-Jun-25,Cash,1346.21,1380.47
348,2.51725E+11,Top-up,300.14,7-Jun-25,Cash,1380.47,1680.61
349,2.51725E+11,Top-up,236.17,17-Oct-25,Cash,1680.61,1916.78
350,2.51725E+11,Top-up,402.31,25-Jan-26,M-PESA,1916.78,2319.09
351,2.51725E+11,Top-up,71.54,7-Jun-25,Cash,2319.09,2390.63
352,2.51725E+11,Top-up,106.13,26-Jul-25,Cash,2390.63,2496.76
353,2.51725E+11,Top-up,466.04,10-Sep-25,M-PESA,2496.76,2962.8
354,2.51725E+11,Top-up,263.99,7-Dec-25,Cash,2962.8,3226.79
355,2.51725E+11,Top-up,420.08,23-Oct-25,Cash,3226.79,3646.87
356,2.51725E+11,Top-up,253.02,21-Aug-25,Cash,3646.87,3899.89
357,2.51736E+11,Top-up,184.36,12-Mar-25,Bank Transfer,425.39,609.75
358,2.51736E+11,Refund,31.35,26-May-25,Cash,609.75,641.1
359,2.51736E+11,Top-up,349.04,4-Jan-26,Bank Transfer,641.1,990.14
360,2.51736E+11,Adjustment,80.3,4-Aug-25,Bank Transfer,990.14,1070.44
361,2.51736E+11,Top-up,174.36,1-Apr-25,Cash,1070.44,1244.8
362,2.51736E+11,Top-up,480.42,30-Oct-25,Bank Transfer,1244.8,1725.22
363,2.51736E+11,Top-up,171.39,26-Nov-25,Cash,1725.22,1896.61
364,2.51736E+11,Top-up,17.14,11-Nov-25,M-PESA,1896.61,1913.75
365,2.51736E+11,Top-up,422.1,9-Apr-25,Cash,1913.75,2335.85
366,2.51736E+11,Top-up,309.82,18-Jan-25,Cash,2335.85,2645.67
367,2.51736E+11,Top-up,308.81,10-Jan-26,M-PESA,2645.67,2954.48
368,2.51736E+11,Top-up,218.09,9-Apr-25,Cash,2954.48,3172.57
369,2.51736E+11,Refund,60.14,17-May-25,Cash,3172.57,3232.71
370,2.51736E+11,Top-up,107.8,23-Feb-25,M-PESA,3232.71,3340.51
371,2.51736E+11,Refund,66.42,10-Oct-25,M-PESA,3340.51,3406.93
372,2.51736E+11,Monthly Bill,7.82,25-Jul-25,M-PESA,3406.93,3399.11
373,2.51736E+11,Top-up,208.38,7-Jan-26,Bank Transfer,3399.11,3607.49
374,2.51736E+11,Adjustment,65.32,12-Mar-25,Cash,3607.49,3672.81
375,2.51736E+11,Top-up,482.86,1-Jan-26,M-PESA,3672.81,4155.67
376,2.51736E+11,Top-up,237.45,31-Jan-25,Cash,4155.67,4393.12
377,2.51736E+11,Top-up,407.14,20-Jul-25,Cash,4393.12,4800.26
378,2.51736E+11,Top-up,30.67,26-Apr-25,M-PESA,4800.26,4830.93
379,2.51736E+11,Top-up,209.12,11-Nov-25,M-PESA,4830.93,5040.05
380,2.51736E+11,Top-up,203.99,13-Nov-25,Cash,5040.05,5244.04
381,2.51743E+11,Top-up,390.55,3-Dec-25,Bank Transfer,113.89,504.44
382,2.51743E+11,Adjustment,41.36,17-Sep-25,Cash,504.44,545.8
383,2.51743E+11,Top-up,165.62,2-Apr-25,M-PESA,545.8,711.42
384,2.51743E+11,Monthly Bill,37.39,12-Mar-25,M-PESA,711.42,674.03
385,2.51743E+11,Refund,15.81,27-Oct-25,Bank Transfer,674.03,689.84
386,2.51743E+11,Top-up,338.08,1-Oct-25,Cash,689.84,1027.92
387,2.51743E+11,Top-up,481.89,10-Jan-25,Cash,1027.92,1509.81
388,2.51743E+11,Top-up,453.26,19-Nov-25,M-PESA,1509.81,1963.07
389,2.51743E+11,Top-up,61.74,14-Feb-25,Cash,1963.07,2024.81
390,2.51743E+11,Top-up,363.84,30-Mar-25,Cash,2024.81,2388.65
391,2.51743E+11,Refund,52.86,12-Jul-25,Cash,2388.65,2441.51
392,2.51743E+11,Top-up,237.87,7-Dec-25,Cash,2441.51,2679.38
393,2.51743E+11,Top-up,213.15,4-Nov-25,Bank Transfer,2679.38,2892.53
394,2.51743E+11,Top-up,15.45,24-Dec-25,M-PESA,2892.53,2907.98
395,2.51743E+11,Top-up,119.72,24-Nov-25,Cash,2907.98,3027.7
396,2.51743E+11,Top-up,226.96,22-Feb-25,Cash,3027.7,3254.66
397,2.51743E+11,Top-up,301.32,23-Apr-25,Bank Transfer,3254.66,3555.98
398,2.51743E+11,Top-up,227.77,13-May-25,Bank Transfer,3555.98,3783.75
399,2.51743E+11,Top-up,239.54,3-Dec-25,M-PESA,3783.75,4023.29
400,2.51743E+11,Adjustment,49.41,3-Apr-25,Bank Transfer,4023.29,4072.7
401,2.51743E+11,Top-up,192.02,20-Jul-25,Cash,4072.7,4264.72
402,2.51743E+11,Top-up,230.18,9-Sep-25,Cash,4264.72,4494.9
403,2.51743E+11,Top-up,399.82,27-Jan-25,Cash,4494.9,4894.72
404,2.51743E+11,Top-up,126.29,26-Jun-25,Cash,4894.72,5021.01
405,2.51743E+11,Top-up,112.87,9-Feb-25,Cash,5021.01,5133.88
406,2.51754E+11,Top-up,442.69,23-Nov-25,Cash,463.79,906.48
407,2.51754E+11,Top-up,79.17,24-Aug-25,Bank Transfer,906.48,985.65
408,2.51754E+11,Top-up,189.45,9-Oct-25,M-PESA,985.65,1175.1
409,2.51754E+11,Top-up,466.58,19-Sep-25,Bank Transfer,1175.1,1641.68
410,2.51754E+11,Adjustment,81.81,9-Aug-25,Cash,1641.68,1723.49
411,2.51754E+11,Top-up,438.31,7-Sep-25,Bank Transfer,1723.49,2161.8
412,2.51754E+11,Top-up,275.41,1-Sep-25,Cash,2161.8,2437.21
413,2.51754E+11,Payment,25.56,31-Dec-25,Cash,2437.21,2411.65
414,2.51754E+11,Top-up,160.79,23-Dec-25,Cash,2411.65,2572.44
415,2.51754E+11,Refund,45.69,28-Sep-25,Cash,2572.44,2618.13
416,2.51754E+11,Top-up,199.44,11-Aug-25,Cash,2618.13,2817.57
417,2.51754E+11,Top-up,418.15,23-Sep-25,Cash,2817.57,3235.72
418,2.51754E+11,Top-up,460.9,20-Sep-25,Cash,3235.72,3696.62
419,2.51754E+11,Monthly Bill,20.54,21-Jan-26,Cash,3696.62,3676.08
420,2.51754E+11,Refund,65.06,26-Jul-25,Cash,3676.08,3741.14
421,2.51754E+11,Top-up,302.8,26-Aug-25,Cash,3741.14,4043.94
422,2.51754E+11,Top-up,27.35,15-Sep-25,Bank Transfer,4043.94,4071.29
423,2.51754E+11,Adjustment,62.61,15-Aug-25,Cash,4071.29,4133.9
424,2.51754E+11,Top-up,24.46,30-Aug-25,Cash,4133.9,4158.36
425,2.51754E+11,Top-up,380.59,31-Dec-25,Cash,4158.36,4538.95
426,2.51754E+11,Top-up,271.22,8-Aug-25,M-PESA,4538.95,4810.17
427,2.51754E+11,Top-up,392.85,16-Sep-25,Bank Transfer,4810.17,5203.02
428,2.51754E+11,Top-up,308.46,26-Oct-25,M-PESA,5203.02,5511.48
429,2.51754E+11,Payment,46.05,2-Dec-25,Cash,5511.48,5465.43
430,2.51768E+11,Top-up,106.21,28-Oct-24,Cash,331.36,437.57
431,2.51768E+11,Top-up,455.46,23-Jul-25,Cash,437.57,893.03
432,2.51768E+11,Refund,46.85,24-Sep-23,Cash,893.03,939.88
433,2.51768E+11,Top-up,85.25,6-Jul-25,Cash,939.88,1025.13
434,2.51768E+11,Top-up,290.21,8-Nov-25,M-PESA,1025.13,1315.34
435,2.51768E+11,Refund,58.64,25-Jan-25,Cash,1315.34,1373.98
436,2.51768E+11,Top-up,268.93,22-Apr-24,Bank Transfer,1373.98,1642.91
437,2.51768E+11,Top-up,318.22,2-Jan-26,Cash,1642.91,1961.13
438,2.51768E+11,Top-up,314.42,13-Jul-25,Cash,1961.13,2275.55
439,2.51768E+11,Top-up,108.73,20-Nov-24,Cash,2275.55,2384.28
440,2.51768E+11,Top-up,132.8,25-Mar-24,Bank Transfer,2384.28,2517.08
441,2.51768E+11,Top-up,298.72,3-Jul-25,M-PESA,2517.08,2815.8
442,2.51768E+11,Top-up,465.24,13-Mar-24,Cash,2815.8,3281.04
443,2.51768E+11,Top-up,74.11,4-Mar-24,M-PESA,3281.04,3355.15
444,2.51768E+11,Top-up,374.03,8-Jan-25,Bank Transfer,3355.15,3729.18
445,2.51768E+11,Top-up,157,20-May-24,Cash,3729.18,3886.18
446,2.51768E+11,Top-up,402.03,11-May-25,Cash,3886.18,4288.21
447,2.51768E+11,Top-up,486.44,31-Jan-24,Cash,4288.21,4774.65
448,2.51768E+11,Top-up,133.29,8-Nov-25,Cash,4774.65,4907.94
449,2.51768E+11,Top-up,213.55,20-Nov-24,Cash,4907.94,5121.49
450,2.51768E+11,Top-up,332.05,16-Sep-25,Cash,5121.49,5453.54
451,2.51768E+11,Top-up,422.05,3-Aug-24,M-PESA,5453.54,5875.59
452,2.51768E+11,Top-up,456.77,3-Jan-25,Cash,5875.59,6332.36
453,2.51768E+11,Top-up,302.46,29-Apr-25,Cash,6332.36,6634.82
454,2.51768E+11,Top-up,154.81,20-Jan-26,Cash,6634.82,6789.63
455,2.51768E+11,Top-up,274.47,6-Nov-24,Bank Transfer,6789.63,7064.1
456,2.51768E+11,Top-up,71.05,14-Aug-24,M-PESA,7064.1,7135.15
457,2.51768E+11,Top-up,483.47,12-Mar-24,Cash,7135.15,7618.62
458,2.51768E+11,Top-up,40.58,11-Jul-25,M-PESA,7618.62,7659.2
459,2.51768E+11,Top-up,435.79,4-Sep-24,Cash,7659.2,8094.99
460,2.51768E+11,Top-up,225.82,8-Sep-23,Cash,8094.99,8320.81
461,2.51768E+11,Top-up,210.24,4-Jul-25,M-PESA,8320.81,8531.05
462,2.51768E+11,Top-up,302.34,5-Jan-24,Bank Transfer,8531.05,8833.39
463,2.51768E+11,Monthly Bill,25.63,2-Jun-25,Cash,8833.39,8807.76
464,2.51768E+11,Payment,31.61,20-Jul-25,M-PESA,8807.76,8776.15
465,2.51768E+11,Top-up,384.52,22-Jun-25,Bank Transfer,8776.15,9160.67
466,2.51768E+11,Top-up,324.77,13-Nov-24,Cash,9160.67,9485.44
467,25177769782,Top-up,407.5,3-May-25,Cash,182.2,589.7
468,25177769782,Adjustment,55.97,9-May-23,Bank Transfer,589.7,645.67
469,25177769782,Top-up,477.14,17-Mar-25,Bank Transfer,645.67,1122.81
470,25177769782,Top-up,210.65,27-Oct-24,Cash,1122.81,1333.46
471,25177769782,Top-up,367.49,31-Dec-25,Cash,1333.46,1700.95
472,25177769782,Top-up,392.9,19-Nov-24,M-PESA,1700.95,2093.85
473,25177769782,Adjustment,4.5,26-Nov-25,Cash,2093.85,2098.35
474,25177769782,Payment,41.78,7-Oct-25,Cash,2098.35,2056.57
475,25177769782,Adjustment,80.6,20-Aug-25,Cash,2056.57,2137.17
476,25177769782,Top-up,287.64,9-Jul-24,Cash,2137.17,2424.81
477,25177769782,Top-up,372.38,20-Mar-24,Cash,2424.81,2797.19
478,25177769782,Adjustment,60.05,1-Dec-25,M-PESA,2797.19,2857.24
479,25177769782,Top-up,229.8,12-Jun-25,Cash,2857.24,3087.04
480,25177769782,Top-up,91.21,7-Jun-25,Cash,3087.04,3178.25
481,25177769782,Top-up,15.36,8-Nov-25,Cash,3178.25,3193.61
482,25177769782,Adjustment,26.93,19-Jan-26,M-PESA,3193.61,3220.54
483,25177769782,Top-up,311.02,18-May-25,M-PESA,3220.54,3531.56
484,25177769782,Top-up,23.09,17-Aug-24,Bank Transfer,3531.56,3554.65
485,25177769782,Top-up,376.46,24-Mar-25,Cash,3554.65,3931.11
486,25177769782,Top-up,211.85,26-Jan-26,M-PESA,3931.11,4142.96
487,25177769782,Payment,93.34,29-Jan-24,Cash,4142.96,4049.62
488,25177769782,Top-up,136.7,28-May-24,Bank Transfer,4049.62,4186.32
489,25177769782,Top-up,195.14,4-Dec-24,Cash,4186.32,4381.46
490,25177769782,Monthly Bill,64.13,11-Jan-25,Cash,4381.46,4317.33
491,25177769782,Top-up,472.77,23-Jan-25,Cash,4317.33,4790.1
492,25177769782,Top-up,50.33,8-May-23,Cash,4790.1,4840.43
493,25177769782,Top-up,149.84,18-Nov-24,M-PESA,4840.43,4990.27
494,25177769782,Payment,34.01,12-Nov-24,Bank Transfer,4990.27,4956.26
495,25177769782,Refund,72.26,25-Jul-25,Cash,4956.26,5028.52
496,25177769782,Top-up,131.3,9-Dec-23,Cash,5028.52,5159.82
497,25177769782,Payment,36.91,1-Jan-23,M-PESA,5159.82,5122.91
498,25177769782,Top-up,470.88,8-Apr-24,Cash,5122.91,5593.79
499,25177769782,Top-up,227.46,22-Aug-24,Cash,5593.79,5821.25
500,2.51788E+11,Top-up,108.51,29-Sep-24,Bank Transfer,427.58,536.09
501,2.51788E+11,Refund,22.27,28-Oct-24,Cash,536.09,558.36
502,2.51788E+11,Top-up,337.07,20-Feb-25,M-PESA,558.36,895.43
503,2.51788E+11,Refund,97.35,16-Sep-25,Cash,895.43,992.78
504,2.51788E+11,Adjustment,85.94,14-Jan-26,Cash,992.78,1078.72
505,2.51788E+11,Top-up,262.86,23-Apr-25,Cash,1078.72,1341.58
506,2.51788E+11,Top-up,83.04,31-Aug-24,Bank Transfer,1341.58,1424.62
507,2.51788E+11,Top-up,33.72,5-Jun-24,Bank Transfer,1424.62,1458.34
508,2.51788E+11,Top-up,397.19,13-Feb-25,M-PESA,1458.34,1855.53
509,2.51788E+11,Top-up,236.89,4-Oct-25,Bank Transfer,1855.53,2092.42
510,2.51788E+11,Top-up,179.26,28-Sep-24,Cash,2092.42,2271.68
511,2.51788E+11,Top-up,263.88,24-Nov-25,Cash,2271.68,2535.56
512,2.51788E+11,Top-up,324.11,18-Jul-25,M-PESA,2535.56,2859.67
513,2.51788E+11,Payment,36.05,29-Sep-25,Bank Transfer,2859.67,2823.62
514,2.51788E+11,Top-up,184.68,13-May-24,Cash,2823.62,3008.3
515,2.51788E+11,Top-up,93.07,26-Mar-25,M-PESA,3008.3,3101.37
516,2.51788E+11,Top-up,481.32,21-Apr-25,Cash,3101.37,3582.69
517,2.51788E+11,Top-up,98.44,16-Jan-25,Cash,3582.69,3681.13
518,2.51788E+11,Top-up,256.74,11-Jul-24,Cash,3681.13,3937.87
519,2.51788E+11,Monthly Bill,60.84,19-Mar-24,Cash,3937.87,3877.03
520,2.51788E+11,Refund,7.19,17-Jun-25,M-PESA,3877.03,3884.22
521,2.51788E+11,Top-up,417.15,23-Jul-24,Cash,3884.22,4301.37
522,2.51797E+11,Top-up,272.13,11-Jul-25,M-PESA,191.02,463.15
523,2.51797E+11,Top-up,205.59,5-Mar-25,M-PESA,463.15,668.74
524,2.51797E+11,Top-up,11.52,11-Oct-22,M-PESA,668.74,680.26
525,2.51797E+11,Top-up,290.6,28-May-25,Cash,680.26,970.86
526,2.51797E+11,Top-up,161.31,29-Sep-25,Bank Transfer,970.86,1132.17
527,2.51797E+11,Top-up,334.73,22-Feb-25,Cash,1132.17,1466.9
528,2.51797E+11,Top-up,312.78,19-Jun-24,Cash,1466.9,1779.68
529,2.51797E+11,Top-up,297.94,31-May-23,Cash,1779.68,2077.62
530,2.51797E+11,Top-up,442.22,1-May-23,Bank Transfer,2077.62,2519.84
531,2.51797E+11,Adjustment,5.32,1-Apr-24,M-PESA,2519.84,2525.16
532,2.51797E+11,Top-up,297.4,22-Jan-26,Cash,2525.16,2822.56
533,2.51797E+11,Top-up,480.59,21-Jul-24,Bank Transfer,2822.56,3303.15
534,2.51797E+11,Top-up,279.18,26-Jun-24,Cash,3303.15,3582.33
535,2.51797E+11,Top-up,180.62,19-Sep-25,Cash,3582.33,3762.95
536,2.51797E+11,Top-up,464.59,5-Apr-23,Cash,3762.95,4227.54
537,2.51797E+11,Payment,97.85,14-Jan-26,Bank Transfer,4227.54,4129.69
538,2.51797E+11,Top-up,298.12,7-Dec-23,M-PESA,4129.69,4427.81
539,2.51797E+11,Top-up,173.21,11-Nov-22,Bank Transfer,4427.81,4601.02
540,2.51797E+11,Top-up,435.07,17-May-24,Cash,4601.02,5036.09
541,2.51797E+11,Top-up,452.6,10-Sep-24,M-PESA,5036.09,5488.69
542,2.51797E+11,Top-up,49.06,4-Jan-26,Bank Transfer,5488.69,5537.75
543,2.51797E+11,Top-up,435.48,23-Nov-24,Bank Transfer,5537.75,5973.23
544,2.51797E+11,Refund,44.08,2-Aug-25,Cash,5973.23,6017.31
545,2.51797E+11,Refund,84.36,7-Feb-23,M-PESA,6017.31,6101.67
546,2.51797E+11,Top-up,498.5,7-Aug-24,Cash,6101.67,6600.17
547,2.51797E+11,Top-up,319.09,14-Aug-25,Bank Transfer,6600.17,6919.26
548,2.51797E+11,Top-up,181.37,15-Jun-25,Cash,6919.26,7100.63
549,2.51797E+11,Top-up,142.11,16-Dec-22,Cash,7100.63,7242.74
550,2.51797E+11,Top-up,218.07,18-Sep-23,M-PESA,7242.74,7460.81
551,2.51797E+11,Top-up,99.32,28-May-25,Cash,7460.81,7560.13
552,2.51797E+11,Top-up,80.14,25-Mar-24,Cash,7560.13,7640.27
553,2.51797E+11,Top-up,25.92,2-Mar-25,Cash,7640.27,7666.19
554,2.51797E+11,Top-up,412.11,18-Jun-23,Cash,7666.19,8078.3
555,2.51797E+11,Top-up,182.36,17-Jan-25,M-PESA,8078.3,8260.66
556,2.51797E+11,Refund,94.08,2-Oct-24,Cash,8260.66,8354.74
557,2.51797E+11,Top-up,97.83,24-Feb-23,Cash,8354.74,8452.57
558,2.51797E+11,Payment,60.21,2-Dec-24,Bank Transfer,8452.57,8392.36
559,2.51797E+11,Top-up,281.18,5-Mar-24,Cash,8392.36,8673.54
560,2.51797E+11,Top-up,59.46,6-Nov-22,Cash,8673.54,8733
561,2.51797E+11,Top-up,440.57,11-Mar-24,Cash,8733,9173.57
562,2.51797E+11,Top-up,311.8,12-Mar-25,Cash,9173.57,9485.37
563,2.51797E+11,Adjustment,64.46,7-Apr-24,Bank Transfer,9485.37,9549.83
564,2.5171E+11,Payment,214.18,20-Jan-25,Cash,386.12,600.3
565,2.5171E+11,Monthly Bill,271.42,18-Feb-23,Cash,600.3,328.88
566,2.5171E+11,Payment,155.9,4-May-24,M-PESA,328.88,484.78
567,2.5171E+11,Monthly Bill,137.56,7-Aug-25,Bank Transfer,484.78,347.22
568,2.5171E+11,Payment,279.2,22-May-25,Cash,347.22,626.42
569,2.5171E+11,Monthly Bill,220.61,24-Nov-25,M-PESA,626.42,405.81
570,2.5171E+11,Payment,67.64,9-Dec-25,Bank Transfer,405.81,473.45
571,2.5171E+11,Monthly Bill,147.47,24-Feb-25,Bank Transfer,473.45,325.98
572,2.5171E+11,Payment,177.38,16-Feb-23,Bank Transfer,325.98,503.36
573,2.5171E+11,Monthly Bill,275.95,23-Oct-25,Cash,503.36,227.41
574,2.5171E+11,Payment,248.19,14-Aug-25,M-PESA,227.41,475.6
575,2.5171E+11,Monthly Bill,185.42,14-Feb-23,Cash,475.6,290.18
576,2.5171E+11,Payment,142.9,21-Jan-24,Cash,290.18,433.08
577,2.5171E+11,Refund,41.36,22-Apr-24,Cash,433.08,474.44
578,2.5171E+11,Payment,249.41,30-Jun-23,Bank Transfer,474.44,723.85
579,2.5171E+11,Monthly Bill,186.56,19-Dec-22,Bank Transfer,723.85,537.29
580,2.5171E+11,Payment,241.67,29-Nov-25,M-PESA,537.29,778.96
581,2.5171E+11,Monthly Bill,210.38,18-Feb-24,Bank Transfer,778.96,568.58
582,2.5171E+11,Payment,56.65,14-Jun-23,Cash,568.58,625.23
583,2.5171E+11,Monthly Bill,131.92,1-May-23,Bank Transfer,625.23,493.31
584,2.5171E+11,Payment,90.28,23-Aug-25,M-PESA,493.31,583.59
585,2.5171E+11,Monthly Bill,253.14,8-Dec-23,M-PESA,583.59,330.45
586,2.5171E+11,Payment,97.86,6-Dec-22,Cash,330.45,428.31
587,2.5171E+11,Adjustment,44.39,7-Jan-25,Cash,428.31,383.92
588,2.5171E+11,Adjustment,27.54,4-May-25,Bank Transfer,383.92,356.38
589,2.5171E+11,Monthly Bill,218.55,21-Oct-24,Bank Transfer,356.38,137.83
590,2.5171E+11,Payment,92.36,20-Dec-25,Bank Transfer,137.83,230.19
591,2.5171E+11,Monthly Bill,278.84,13-Dec-25,Cash,230.19,-48.65
592,2.5171E+11,Payment,210.83,5-Jan-24,M-PESA,-48.65,162.18
593,2.5171E+11,Monthly Bill,148.48,12-Dec-25,Bank Transfer,162.18,13.7
594,2.5171E+11,Payment,233.91,30-Mar-24,Cash,13.7,247.61
595,2.51711E+11,Payment,98.92,28-Aug-25,Bank Transfer,245.65,344.57
596,2.51711E+11,Monthly Bill,167.06,18-Apr-25,M-PESA,344.57,177.51
597,2.51711E+11,Payment,124.91,3-Dec-24,Cash,177.51,302.42
598,2.51711E+11,Monthly Bill,295.77,8-Sep-25,Cash,302.42,6.65
599,2.51711E+11,Payment,57.33,8-Nov-25,Bank Transfer,6.65,63.98
600,2.51711E+11,Monthly Bill,236.5,19-May-25,Cash,63.98,-172.52
601,2.51711E+11,Payment,169.76,20-Feb-25,Cash,-172.52,-2.76
602,2.51711E+11,Monthly Bill,292.1,4-Jan-26,M-PESA,-2.76,-294.86
603,2.51711E+11,Refund,31.55,24-Mar-25,M-PESA,-294.86,-263.31
604,2.51711E+11,Monthly Bill,156.38,16-Dec-24,Bank Transfer,-263.31,-419.69
605,2.51711E+11,Payment,206.51,6-Sep-24,Cash,-419.69,-213.18
606,2.51711E+11,Adjustment,38,23-Sep-25,Bank Transfer,-213.18,-251.18
607,2.51711E+11,Payment,73.89,3-Sep-25,Bank Transfer,-251.18,-177.29
608,2.51711E+11,Monthly Bill,106.84,11-Aug-25,Cash,-177.29,-284.13
609,2.51711E+11,Payment,175.9,6-Apr-25,Bank Transfer,-284.13,-108.23
610,2.51711E+11,Monthly Bill,61.1,10-Aug-25,M-PESA,-108.23,-169.33
611,2.51711E+11,Payment,133.6,4-Oct-25,Cash,-169.33,-35.73
612,2.51711E+11,Monthly Bill,167.53,2-Mar-25,Bank Transfer,-35.73,-203.26
613,2.51711E+11,Top-up,22.17,22-Oct-25,Bank Transfer,-203.26,-181.09
614,2.51711E+11,Top-up,26.82,11-Dec-24,M-PESA,-181.09,-154.27
615,2.51711E+11,Payment,57.83,3-Jul-25,M-PESA,-154.27,-96.44
616,2.51711E+11,Refund,24.26,23-Jan-25,Cash,-96.44,-72.18
617,2.51711E+11,Payment,232.86,30-Nov-25,M-PESA,-72.18,160.68
618,2.51711E+11,Monthly Bill,166.56,17-Sep-24,M-PESA,160.68,-5.88
619,2.51711E+11,Payment,182.52,9-Jul-25,Cash,-5.88,176.64
620,2.51711E+11,Monthly Bill,54.55,12-May-25,Cash,176.64,122.09
621,2.51711E+11,Payment,175.16,28-Sep-24,Cash,122.09,297.25
622,2.51711E+11,Refund,16.33,25-Aug-25,Cash,297.25,313.58
623,2.51724E+11,Top-up,31.37,18-Dec-25,Cash,201.25,232.62
624,2.51724E+11,Top-up,25.94,5-Jun-25,Cash,232.62,258.56
625,2.51724E+11,Top-up,347.18,4-Jan-26,Cash,258.56,605.74
626,2.51724E+11,Top-up,311.58,4-Jun-25,Cash,605.74,917.32
627,2.51724E+11,Top-up,116.98,7-May-25,Bank Transfer,917.32,1034.3
628,2.51724E+11,Payment,75.13,24-Aug-25,Bank Transfer,1034.3,959.17
629,2.51724E+11,Top-up,64.6,22-Aug-25,Cash,959.17,1023.77
630,2.51724E+11,Top-up,457.47,18-Oct-25,M-PESA,1023.77,1481.24
631,2.51724E+11,Top-up,410.02,28-Jul-25,Cash,1481.24,1891.26
632,2.51724E+11,Top-up,214.64,7-Oct-25,Bank Transfer,1891.26,2105.9
633,2.51724E+11,Top-up,145.21,2-Aug-25,Cash,2105.9,2251.11
634,2.51724E+11,Top-up,404.91,20-Jun-25,Cash,2251.11,2656.02
635,2.51724E+11,Top-up,350.51,3-Jul-25,Cash,2656.02,3006.53
636,2.51724E+11,Top-up,243.09,4-Jul-25,Bank Transfer,3006.53,3249.62
637,2.51724E+11,Top-up,14.44,3-Nov-25,Cash,3249.62,3264.06
638,2.51724E+11,Monthly Bill,6.61,5-Aug-25,Cash,3264.06,3257.45
639,2.51724E+11,Adjustment,18.03,17-Oct-25,M-PESA,3257.45,3275.48
640,2.51724E+11,Top-up,126.17,2-Dec-25,M-PESA,3275.48,3401.65
641,2.51724E+11,Top-up,66.26,7-Oct-25,Cash,3401.65,3467.91
642,2.51724E+11,Top-up,195.26,5-Jun-25,Bank Transfer,3467.91,3663.17
643,2.51724E+11,Payment,39.89,6-Dec-25,Cash,3663.17,3623.28
644,2.51724E+11,Top-up,414.45,1-May-25,M-PESA,3623.28,4037.73
645,2.51724E+11,Top-up,280.65,12-Apr-25,Bank Transfer,4037.73,4318.38
646,2.51724E+11,Top-up,115.34,10-Nov-25,M-PESA,4318.38,4433.72
647,2.51724E+11,Top-up,307.35,11-Aug-25,Cash,4433.72,4741.07
648,2.51724E+11,Top-up,162.55,12-Sep-25,Cash,4741.07,4903.62
649,2.51724E+11,Top-up,342.33,8-Aug-25,Cash,4903.62,5245.95
650,2.51724E+11,Top-up,414.41,1-May-25,Cash,5245.95,5660.36
651,2.51724E+11,Top-up,290.51,19-Jul-25,Cash,5660.36,5950.87
652,2.51724E+11,Top-up,275.72,10-Sep-25,Cash,5950.87,6226.59
653,2.51724E+11,Adjustment,43.71,5-Nov-25,Cash,6226.59,6270.3
654,2.51735E+11,Top-up,85.52,8-Nov-25,Cash,147.86,233.38
655,2.51735E+11,Payment,2.43,30-Aug-25,Cash,233.38,230.95
656,2.51735E+11,Top-up,210.34,12-Jul-25,Cash,230.95,441.29
657,2.51735E+11,Top-up,214.82,25-Oct-25,Bank Transfer,441.29,656.11
658,2.51735E+11,Top-up,446.88,13-Jan-26,Cash,656.11,1102.99
659,2.51735E+11,Top-up,351.16,29-Jul-25,Cash,1102.99,1454.15
660,2.51735E+11,Top-up,357.95,10-Sep-25,Cash,1454.15,1812.1
661,2.51735E+11,Top-up,406.55,6-Dec-25,Cash,1812.1,2218.65
662,2.51735E+11,Top-up,136.01,27-Aug-25,Bank Transfer,2218.65,2354.66
663,2.51735E+11,Refund,41.73,9-Oct-25,Cash,2354.66,2396.39
664,2.51735E+11,Top-up,45.18,26-Jan-26,Cash,2396.39,2441.57
665,2.51735E+11,Top-up,317.63,22-Jan-26,Cash,2441.57,2759.2
