"CUSTOMER_ID","MSISDN","CUSTOMER_NAME","REGION","ZONE","CITY","REGISTRATION_DATE","CUSTOMER_TYPE","TARIFF_PLAN","ACCOUNT_STATUS"
1747,"+251771316848","Habtamu Tadesse","Oromia","East","Adama",10-OCT-23,"Prepaid","Premium","Active"
1748,"+251783503721","Imani Mohammed","Amhara","North","Bahir Dar",15-OCT-23,"Prepaid","Business","Active"
1749,"+251797001716","Jemal Hussein","Tigray","Central","Mekelle",08-AUG-23,"Prepaid","Student","Active"
1750,"+251705592079","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",21-JAN-23,"Postpaid","Basic","Active"
1751,"+251715345737","Liya Getahun","Dire Dawa","City","Dire Dawa",09-NOV-25,"Hybrid","Standard","Active"
1752,"+251729317697","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",13-DEC-23,"Prepaid","Premium","Active"
1753,"+251736543240","Nardos Daniel","Oromia","East","Adama",06-OCT-22,"Prepaid","Business","Active"
1754,"+251749376129","Omor Ahmed","Amhara","North","Bahir Dar",05-FEB-23,"Prepaid","Student","Active"
1755,"+251751728818","Saba Mesfin","Tigray","Central","Mekelle",09-FEB-25,"Prepaid","Basic","Active"
1756,"+251763037935","Tedros Kebede","SNNPR","Gurage","Wolkite",30-NOV-23,"Prepaid","Standard","Active"
1757,"+251778331106","Urge Teshome","Dire Dawa","City","Dire Dawa",24-DEC-25,"Prepaid","Premium","Active"
1758,"+251784943861","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",11-JUL-23,"Prepaid","Business","Active"
1759,"+251793573349","Yordanos Worku","Oromia","East","Adama",19-JUN-24,"Prepaid","Student","Active"
1760,"+251703653776","Alemayehu Bekele","Amhara","North","Bahir Dar",10-SEP-25,"Postpaid","Basic","Suspended"
1761,"+25171312871.","Biruk Tesfaye","Tigray","Central","Mekelle",18-OCT-25,"Hybrid","Standard","Terminated"
1762,"+251724076147","Chaltu Girma","SNNPR","Gurage","Wolkite",19-SEP-24,"Prepaid","Premium","Inactive"
1763,"+251737970639","Dereje Haile","Dire Dawa","City","Dire Dawa",31-AUG-22,"Prepaid","Business","Active"
1764,"+251746325478","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",21-FEB-23,"Prepaid","Student","Active"
1765,"+251756705962","Fasil Mengistu","Oromia","East","Adama",07-SEP-24,"Prepaid","Basic","Active"
1766,"+251762209812","Genet Abebe","Amhara","North","Bahir Dar",03-APR-23,"Prepaid","Standard","Active"
1767,"+251771995404","Habtamu Tadesse","Tigray","Central","Mekelle",27-AUG-22,"Prepaid","Premium","Active"
1768,"+251785213192","Imani Mohammed","SNNPR","Gurage","Wolkite",23-SEP-25,"Prepaid","Business","Active"
1769,"+25179397104.","Jemal Hussein","Dire Dawa","City","Dire Dawa",13-AUG-22,"Prepaid","Student","Active"
1770,"+25170598009.","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",21-MAY-24,"Postpaid","Basic","Active"
1771,"+251716095229","Liya Getahun","Oromia","East","Adama",04-JUN-24,"Hybrid","Standard","Active"
1772,"+251728182187","Mulualem Assefa","Amhara","North","Bahir Dar",01-NOV-24,"Prepaid","Premium","Active"
1773,"+251737170177","Nardos Daniel","Tigray","Central","Mekelle",20-MAR-25,"Prepaid","Business","Active"
1774,"+251743131945","Omor Ahmed","SNNPR","Gurage","Wolkite",08-APR-24,"Prepaid","Student","Active"
1775,"+251758923038","Saba Mesfin","Dire Dawa","City","Dire Dawa",18-JAN-25,"Prepaid","Basic","Active"
1776,"+251762518247","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",07-FEB-25,"Prepaid","Standard","Active"
1777,"+251772279462","Urge Teshome","Oromia","East","Adama",01-DEC-25,"Prepaid","Premium","Active"
1778,"+251787573897","Wendimu Michael","Amhara","North","Bahir Dar",22-SEP-23,"Prepaid","Business","Active"
1779,"+251799738427","Yordanos Worku","Tigray","Central","Mekelle",12-JUL-24,"Prepaid","Student","Active"
1780,"+251705584910","Alemayehu Bekele","SNNPR","Gurage","Wolkite",14-SEP-23,"Postpaid","Basic","Suspended"
1781,"+251716625528","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",16-FEB-23,"Hybrid","Standard","Terminated"
1782,"+251723441446","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",13-NOV-23,"Prepaid","Premium","Inactive"
1783,"+251737542018","Dereje Haile","Oromia","East","Adama",05-JUN-25,"Prepaid","Business","Active"
1784,"+251742981359","Eleni Solomon","Amhara","North","Bahir Dar",04-AUG-25,"Prepaid","Student","Active"
1785,"+251759951120","Fasil Mengistu","Tigray","Central","Mekelle",29-JUN-24,"Prepaid","Basic","Active"
1786,"+251767963944","Genet Abebe","SNNPR","Gurage","Wolkite",01-DEC-25,"Prepaid","Standard","Active"
1787,"+25177813002.","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",20-MAR-23,"Prepaid","Premium","Active"
1788,"+251785556888","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",28-FEB-25,"Prepaid","Business","Active"
1789,"+251796956804","Jemal Hussein","Oromia","East","Adama",25-JAN-25,"Prepaid","Student","Active"
1790,"+251701083407","Kalkidan Yohannes","Amhara","North","Bahir Dar",16-DEC-24,"Postpaid","Basic","Active"
1791,"+251717402559","Liya Getahun","Tigray","Central","Mekelle",19-AUG-25,"Hybrid","Standard","Active"
1792,"+251728934548","Mulualem Assefa","SNNPR","Gurage","Wolkite",06-SEP-25,"Prepaid","Premium","Active"
1793,"+251735764578","Nardos Daniel","Dire Dawa","City","Dire Dawa",15-DEC-25,"Prepaid","Business","Active"
1794,"+251745260867","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",07-MAR-23,"Prepaid","Student","Active"
1639,"+251794346347","Yordanos Worku","Oromia","East","Adama",04-SEP-24,"Prepaid","Student","Active"
1640,"+251702847944","Alemayehu Bekele","Amhara","North","Bahir Dar",13-JAN-23,"Postpaid","Basic","Suspended"
1641,"+251719244773","Biruk Tesfaye","Tigray","Central","Mekelle",06-DEC-23,"Hybrid","Standard","Terminated"
1642,"+25172845509.","Chaltu Girma","SNNPR","Gurage","Wolkite",16-FEB-23,"Prepaid","Premium","Inactive"
1643,"+251735679319","Dereje Haile","Dire Dawa","City","Dire Dawa",15-SEP-24,"Prepaid","Business","Active"
1644,"+251745645626","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",30-NOV-22,"Prepaid","Student","Active"
1645,"+251755827570","Fasil Mengistu","Oromia","East","Adama",04-NOV-23,"Prepaid","Basic","Active"
1646,"+25176893805.","Genet Abebe","Amhara","North","Bahir Dar",30-JAN-25,"Prepaid","Standard","Active"
1647,"+251774051748","Habtamu Tadesse","Tigray","Central","Mekelle",17-SEP-25,"Prepaid","Premium","Active"
1648,"+251781499479","Imani Mohammed","SNNPR","Gurage","Wolkite",25-MAY-24,"Prepaid","Business","Active"
1649,"+251795830817","Jemal Hussein","Dire Dawa","City","Dire Dawa",16-MAY-25,"Prepaid","Student","Active"
1650,"+25170340470.","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",14-SEP-25,"Postpaid","Basic","Active"
1651,"+251711305789","Liya Getahun","Oromia","East","Adama",16-AUG-24,"Hybrid","Standard","Active"
1652,"+25172252544.","Mulualem Assefa","Amhara","North","Bahir Dar",10-JUN-23,"Prepaid","Premium","Active"
1653,"+25173853697.","Nardos Daniel","Tigray","Central","Mekelle",16-FEB-23,"Prepaid","Business","Active"
1654,"+251746926637","Omor Ahmed","SNNPR","Gurage","Wolkite",25-JUL-24,"Prepaid","Student","Active"
1655,"+251758855490","Saba Mesfin","Dire Dawa","City","Dire Dawa",05-SEP-24,"Prepaid","Basic","Active"
1656,"+251762388521","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",12-SEP-25,"Prepaid","Standard","Active"
1657,"+251774080968","Urge Teshome","Oromia","East","Adama",08-SEP-22,"Prepaid","Premium","Active"
1658,"+251785829624","Wendimu Michael","Amhara","North","Bahir Dar",25-DEC-25,"Prepaid","Business","Active"
1659,"+251796160299","Yordanos Worku","Tigray","Central","Mekelle",02-JAN-26,"Prepaid","Student","Active"
1660,"+251705071254","Alemayehu Bekele","SNNPR","Gurage","Wolkite",08-APR-24,"Postpaid","Basic","Suspended"
1661,"+251716346605","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",06-DEC-23,"Hybrid","Standard","Terminated"
1662,"+251724422009","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",23-NOV-22,"Prepaid","Premium","Inactive"
1663,"+251732250246","Dereje Haile","Oromia","East","Adama",24-JUL-25,"Prepaid","Business","Active"
1664,"+251746049822","Eleni Solomon","Amhara","North","Bahir Dar",22-MAR-23,"Prepaid","Student","Active"
1665,"+251755676733","Fasil Mengistu","Tigray","Central","Mekelle",28-AUG-23,"Prepaid","Basic","Active"
1666,"+251761633704","Genet Abebe","SNNPR","Gurage","Wolkite",13-JUL-24,"Prepaid","Standard","Active"
1667,"+251771995935","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",26-AUG-23,"Prepaid","Premium","Active"
1668,"+251783799540","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",13-AUG-22,"Prepaid","Business","Active"
1669,"+251795487259","Jemal Hussein","Oromia","East","Adama",06-APR-25,"Prepaid","Student","Active"
1670,"+251707335099","Kalkidan Yohannes","Amhara","North","Bahir Dar",23-FEB-24,"Postpaid","Basic","Active"
1671,"+251712247803","Liya Getahun","Tigray","Central","Mekelle",09-MAY-25,"Hybrid","Standard","Active"
1672,"+251729997966","Mulualem Assefa","SNNPR","Gurage","Wolkite",31-DEC-25,"Prepaid","Premium","Active"
1673,"+251733954357","Nardos Daniel","Dire Dawa","City","Dire Dawa",25-NOV-24,"Prepaid","Business","Active"
1674,"+251747110908","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",27-AUG-22,"Prepaid","Student","Active"
1675,"+251758993906","Saba Mesfin","Oromia","East","Adama",05-NOV-24,"Prepaid","Basic","Active"
1676,"+25176159255.","Tedros Kebede","Amhara","North","Bahir Dar",02-MAY-23,"Prepaid","Standard","Active"
1677,"+251771998127","Urge Teshome","Tigray","Central","Mekelle",23-MAR-24,"Prepaid","Premium","Active"
1678,"+251789960980","Wendimu Michael","SNNPR","Gurage","Wolkite",23-OCT-23,"Prepaid","Business","Active"
1679,"+251794563862","Yordanos Worku","Dire Dawa","City","Dire Dawa",03-OCT-24,"Prepaid","Student","Active"
1680,"+251704337198","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",31-OCT-24,"Postpaid","Basic","Suspended"
1681,"+251714694529","Biruk Tesfaye","Oromia","East","Adama",14-JUL-25,"Hybrid","Standard","Terminated"
1682,"+251721401718","Chaltu Girma","Amhara","North","Bahir Dar",16-NOV-22,"Prepaid","Premium","Inactive"
1683,"+251739187122","Dereje Haile","Tigray","Central","Mekelle",18-SEP-24,"Prepaid","Business","Active"
1684,"+251749135667","Eleni Solomon","SNNPR","Gurage","Wolkite",18-NOV-25,"Prepaid","Student","Active"
1685,"+251758074371","Fasil Mengistu","Dire Dawa","City","Dire Dawa",03-SEP-23,"Prepaid","Basic","Active"
1686,"+251764393397","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",25-JUN-25,"Prepaid","Standard","Active"
1687,"+251777955113","Habtamu Tadesse","Oromia","East","Adama",30-APR-24,"Prepaid","Premium","Active"
1688,"+251784798005","Imani Mohammed","Amhara","North","Bahir Dar",07-SEP-22,"Prepaid","Business","Active"
1689,"+25179633276.","Jemal Hussein","Tigray","Central","Mekelle",10-FEB-23,"Prepaid","Student","Active"
1690,"+251701119499","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",04-JAN-23,"Postpaid","Basic","Active"
1691,"+251715210902","Liya Getahun","Dire Dawa","City","Dire Dawa",21-SEP-24,"Hybrid","Standard","Active"
1692,"+251724030391","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",25-MAR-25,"Prepaid","Premium","Active"
1693,"+251737875708","Nardos Daniel","Oromia","East","Adama",17-FEB-23,"Prepaid","Business","Active"
1694,"+251749208170","Omor Ahmed","Amhara","North","Bahir Dar",04-NOV-24,"Prepaid","Student","Active"
1695,"+251759402853","Saba Mesfin","Tigray","Central","Mekelle",22-MAY-25,"Prepaid","Basic","Active"
1696,"+251766628899","Tedros Kebede","SNNPR","Gurage","Wolkite",23-AUG-22,"Prepaid","Standard","Active"
1697,"+251776332486","Urge Teshome","Dire Dawa","City","Dire Dawa",05-AUG-25,"Prepaid","Premium","Active"
1698,"+251785386236","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",28-JAN-23,"Prepaid","Business","Active"
1699,"+251794222207","Yordanos Worku","Oromia","East","Adama",24-SEP-25,"Prepaid","Student","Active"
1700,"+251709476765","Alemayehu Bekele","Amhara","North","Bahir Dar",13-APR-23,"Postpaid","Basic","Suspended"
1701,"+251719888152","Biruk Tesfaye","Tigray","Central","Mekelle",06-FEB-23,"Hybrid","Standard","Terminated"
1702,"+251728620150","Chaltu Girma","SNNPR","Gurage","Wolkite",23-DEC-24,"Prepaid","Premium","Inactive"
1703,"+251731639953","Dereje Haile","Dire Dawa","City","Dire Dawa",16-APR-24,"Prepaid","Business","Active"
1704,"+251742478384","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",28-JUN-23,"Prepaid","Student","Active"
1705,"+251756295395","Fasil Mengistu","Oromia","East","Adama",15-DEC-22,"Prepaid","Basic","Active"
1706,"+251764800187","Genet Abebe","Amhara","North","Bahir Dar",14-DEC-25,"Prepaid","Standard","Active"
1707,"+251772511444","Habtamu Tadesse","Tigray","Central","Mekelle",20-JUN-25,"Prepaid","Premium","Active"
1708,"+251784205288","Imani Mohammed","SNNPR","Gurage","Wolkite",20-JUN-23,"Prepaid","Business","Active"
1709,"+25179155025.","Jemal Hussein","Dire Dawa","City","Dire Dawa",16-OCT-22,"Prepaid","Student","Active"
1710,"+251707411222","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",18-JUL-25,"Postpaid","Basic","Active"
1711,"+251714324798","Liya Getahun","Oromia","East","Adama",27-JUL-24,"Hybrid","Standard","Active"
1712,"+251729750013","Mulualem Assefa","Amhara","North","Bahir Dar",07-FEB-24,"Prepaid","Premium","Active"
1713,"+251731901540","Nardos Daniel","Tigray","Central","Mekelle",15-DEC-25,"Prepaid","Business","Active"
1714,"+251749843027","Omor Ahmed","SNNPR","Gurage","Wolkite",02-MAY-23,"Prepaid","Student","Active"
1715,"+251754202854","Saba Mesfin","Dire Dawa","City","Dire Dawa",21-JAN-24,"Prepaid","Basic","Active"
1716,"+251762329690","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",05-OCT-22,"Prepaid","Standard","Active"
1561,"+251711671028","Biruk Tesfaye","Oromia","East","Adama",04-OCT-23,"Hybrid","Standard","Terminated"
1562,"+251728773060","Chaltu Girma","Amhara","North","Bahir Dar",22-JAN-23,"Prepaid","Premium","Inactive"
1563,"+25173815000.","Dereje Haile","Tigray","Central","Mekelle",18-OCT-23,"Prepaid","Business","Active"
1564,"+251747908722","Eleni Solomon","SNNPR","Gurage","Wolkite",08-AUG-23,"Prepaid","Student","Active"
1565,"+251753744188","Fasil Mengistu","Dire Dawa","City","Dire Dawa",21-AUG-25,"Prepaid","Basic","Active"
1566,"+251769964201","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",15-FEB-25,"Prepaid","Standard","Active"
1567,"+251774927424","Habtamu Tadesse","Oromia","East","Adama",30-NOV-24,"Prepaid","Premium","Active"
1568,"+251783567617","Imani Mohammed","Amhara","North","Bahir Dar",23-OCT-24,"Prepaid","Business","Active"
1569,"+251793726462","Jemal Hussein","Tigray","Central","Mekelle",29-AUG-23,"Prepaid","Student","Active"
1570,"+251705327744","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",22-DEC-24,"Postpaid","Basic","Active"
1571,"+251718678727","Liya Getahun","Dire Dawa","City","Dire Dawa",11-AUG-23,"Hybrid","Standard","Active"
1572,"+251728716283","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",28-JAN-25,"Prepaid","Premium","Active"
1573,"+251731388193","Nardos Daniel","Oromia","East","Adama",14-APR-24,"Prepaid","Business","Active"
1574,"+251748582391","Omor Ahmed","Amhara","North","Bahir Dar",01-OCT-25,"Prepaid","Student","Active"
1575,"+25175422742.","Saba Mesfin","Tigray","Central","Mekelle",16-SEP-25,"Prepaid","Basic","Active"
1576,"+251763881133","Tedros Kebede","SNNPR","Gurage","Wolkite",20-DEC-23,"Prepaid","Standard","Active"
1577,"+251771350486","Urge Teshome","Dire Dawa","City","Dire Dawa",04-JUL-24,"Prepaid","Premium","Active"
1578,"+251782834358","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",31-JAN-25,"Prepaid","Business","Active"
1579,"+251793778470","Yordanos Worku","Oromia","East","Adama",18-MAY-23,"Prepaid","Student","Active"
1580,"+251705827123","Alemayehu Bekele","Amhara","North","Bahir Dar",18-SEP-23,"Postpaid","Basic","Suspended"
1581,"+251715304843","Biruk Tesfaye","Tigray","Central","Mekelle",12-MAR-23,"Hybrid","Standard","Terminated"
1582,"+251728248525","Chaltu Girma","SNNPR","Gurage","Wolkite",24-NOV-23,"Prepaid","Premium","Inactive"
1583,"+25173527833.","Dereje Haile","Dire Dawa","City","Dire Dawa",03-DEC-22,"Prepaid","Business","Active"
1584,"+251746469087","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",06-JUN-25,"Prepaid","Student","Active"
1585,"+251758475065","Fasil Mengistu","Oromia","East","Adama",08-JAN-23,"Prepaid","Basic","Active"
1586,"+251765230502","Genet Abebe","Amhara","North","Bahir Dar",12-AUG-24,"Prepaid","Standard","Active"
1587,"+251772534931","Habtamu Tadesse","Tigray","Central","Mekelle",21-APR-24,"Prepaid","Premium","Active"
1588,"+251787402063","Imani Mohammed","SNNPR","Gurage","Wolkite",21-AUG-23,"Prepaid","Business","Active"
1589,"+251798352439","Jemal Hussein","Dire Dawa","City","Dire Dawa",12-FEB-25,"Prepaid","Student","Active"
1590,"+25170574977.","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",03-JAN-23,"Postpaid","Basic","Active"
1591,"+251712587875","Liya Getahun","Oromia","East","Adama",14-MAR-23,"Hybrid","Standard","Active"
1592,"+251726975963","Mulualem Assefa","Amhara","North","Bahir Dar",03-MAY-24,"Prepaid","Premium","Active"
1593,"+251734446854","Nardos Daniel","Tigray","Central","Mekelle",19-JUL-23,"Prepaid","Business","Active"
1594,"+251744637283","Omor Ahmed","SNNPR","Gurage","Wolkite",01-AUG-25,"Prepaid","Student","Active"
1595,"+251759074146","Saba Mesfin","Dire Dawa","City","Dire Dawa",27-OCT-25,"Prepaid","Basic","Active"
1596,"+251769748776","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",11-SEP-25,"Prepaid","Standard","Active"
1597,"+251774900369","Urge Teshome","Oromia","East","Adama",25-OCT-23,"Prepaid","Premium","Active"
1598,"+25178749028.","Wendimu Michael","Amhara","North","Bahir Dar",04-OCT-25,"Prepaid","Business","Active"
1599,"+251793964115","Yordanos Worku","Tigray","Central","Mekelle",15-MAY-24,"Prepaid","Student","Active"
1600,"+251705494008","Alemayehu Bekele","SNNPR","Gurage","Wolkite",25-DEC-25,"Postpaid","Basic","Suspended"
1601,"+251716219976","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",24-NOV-23,"Hybrid","Standard","Terminated"
1602,"+251725077586","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",08-AUG-23,"Prepaid","Premium","Inactive"
1603,"+251734061823","Dereje Haile","Oromia","East","Adama",09-JAN-23,"Prepaid","Business","Active"
1604,"+251747076654","Eleni Solomon","Amhara","North","Bahir Dar",05-DEC-25,"Prepaid","Student","Active"
1605,"+251752942140","Fasil Mengistu","Tigray","Central","Mekelle",04-OCT-23,"Prepaid","Basic","Active"
1606,"+251768499060","Genet Abebe","SNNPR","Gurage","Wolkite",11-OCT-24,"Prepaid","Standard","Active"
1607,"+251774096636","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",20-JUL-23,"Prepaid","Premium","Active"
1608,"+251788379706","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",11-DEC-25,"Prepaid","Business","Active"
1609,"+251794572141","Jemal Hussein","Oromia","East","Adama",30-JUL-23,"Prepaid","Student","Active"
1610,"+251702516216","Kalkidan Yohannes","Amhara","North","Bahir Dar",22-NOV-25,"Postpaid","Basic","Active"
1611,"+25171382349.","Liya Getahun","Tigray","Central","Mekelle",22-SEP-24,"Hybrid","Standard","Active"
1612,"+251727289240","Mulualem Assefa","SNNPR","Gurage","Wolkite",30-SEP-23,"Prepaid","Premium","Active"
1613,"+251734853233","Nardos Daniel","Dire Dawa","City","Dire Dawa",23-AUG-24,"Prepaid","Business","Active"
1614,"+251745097422","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",27-OCT-24,"Prepaid","Student","Active"
1615,"+25175182284.","Saba Mesfin","Oromia","East","Adama",31-JUL-23,"Prepaid","Basic","Active"
1616,"+251762922477","Tedros Kebede","Amhara","North","Bahir Dar",28-FEB-24,"Prepaid","Standard","Active"
1617,"+251771168345","Urge Teshome","Tigray","Central","Mekelle",13-JUL-24,"Prepaid","Premium","Active"
1618,"+251784195413","Wendimu Michael","SNNPR","Gurage","Wolkite",15-NOV-24,"Prepaid","Business","Active"
1619,"+251793073053","Yordanos Worku","Dire Dawa","City","Dire Dawa",24-DEC-23,"Prepaid","Student","Active"
